DNI,index,Nom,Cognoms,Pais,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom i Cognoms,Español,Hijos,Fecha Nacimiento,Edad Actual,Grup,Increment
86198614J,646,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Mujer,880.95,,1.0,Grup A,Camila Cruz Cruz,False,No,1952-01-02,73,Grup A,0.05
37757421G,647,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Mujer,959.7,1.0,,Grup A,Núria Martínez Sánchez,True,Sí,1967-05-23,58,Grup A,0.05
14219190G,648,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Mujer,1475.25,1.0,,Grup A,Carla Ferrer García,True,Sí,1960-12-19,64,Grup A,0.05
33177087Z,649,Toni,Romero,Espanya,Barcelona,7,5,1990,Hombre,1156.05,,1.0,Grup A,Toni Romero,True,No,1990-05-07,35,Grup A,0.05
18873517G,651,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Hombre,812.7,1.0,,Grup A,Jordi García Martínez,True,Sí,1974-02-07,51,Grup A,0.05
45620823H,652,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Mujer,1220.1,,1.0,Grup A,Alessia Russo Russo,False,No,1995-05-18,30,Grup A,0.05
14778034E,654,Eva,Romero,Espanya,Madrid,21,1,1972,Mujer,1073.1,1.0,,Grup A,Eva Romero,True,Sí,1972-01-21,53,Grup A,0.05
32610074J,658,Joan,López,Espanya,Barcelona,22,10,1964,Hombre,1704.15,,1.0,Grup A,Joan López,True,No,1964-10-22,60,Grup A,0.05
75293326J,660,Joan,García,Espanya,Bilbao,23,6,1960,Hombre,867.3,,1.0,Grup A,Joan García,True,No,1960-06-23,65,Grup A,0.05
94035504X,664,Louis,Dubois Dubois,França,París,22,9,1964,Hombre,1050.0,,1.0,Grup A,Louis Dubois Dubois,False,No,1964-09-22,60,Grup A,0.05
85975055P,665,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Hombre,1073.1,,1.0,Grup A,Giovanni Rossi Ferrari,False,No,1991-06-14,34,Grup A,0.05
72988314H,666,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Hombre,1200.15,1.0,,Grup A,Marc Sánchez,True,Sí,1996-06-03,29,Grup A,0.05
25144352S,667,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Mujer,1316.7,,1.0,Grup A,Francesca Rossi Russo,False,No,1994-09-01,30,Grup A,0.05
53730243G,668,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Mujer,753.9,,1.0,Grup A,Anna Ferrer Romero,True,No,2005-01-24,20,Grup A,0.05
21285125Z,670,Chloé,Moreau,França,Marsella,5,5,1976,Mujer,1231.65,1.0,,Grup A,Chloé Moreau,False,Sí,1976-05-05,49,Grup A,0.05
26130098V,672,Lucas,Álvarez,Argentina,Buenos Aires,2,8,1978,Hombre,943.95,1.0,,Grup A,Lucas Álvarez,False,Sí,1978-08-02,46,Grup A,0.05
22553315Z,674,Carla,López,Espanya,València,27,6,1972,Mujer,957.6,,1.0,Grup A,Carla López,True,No,1972-06-27,53,Grup A,0.05
51701516Z,675,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Hombre,1391.25,,1.0,Grup A,Jordi Ferrer,True,No,1960-05-22,65,Grup A,0.05
92136991X,681,Laia,Ferrer,Espanya,Madrid,18,8,1973,Mujer,1137.15,1.0,,Grup A,Laia Ferrer,True,Sí,1973-08-18,51,Grup A,0.05
18783620K,684,Andrés,Torres,Colòmbia,Medellín,13,1,1967,Hombre,1645.35,,1.0,Grup A,Andrés Torres,False,No,1967-01-13,58,Grup A,0.05
77617404G,685,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Hombre,1185.45,1.0,,Grup A,Joan Martínez Romero,True,Sí,1972-06-19,53,Grup A,0.05
14270387K,686,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Mujer,1382.85,,1.0,Grup A,Eva Castells Romero,True,No,1974-06-25,51,Grup A,0.05
72582805W,688,Juan,Álvarez,Argentina,Buenos Aires,21,2,1968,Hombre,931.35,1.0,,Grup A,Juan Álvarez,False,Sí,1968-02-21,57,Grup A,0.05
52982989C,689,Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Mujer,857.85,1.0,,Grup A,Valentina Castro Rojas,False,Sí,1986-12-08,38,Grup A,0.05
93864786W,692,Marc,Romero,Espanya,València,8,6,1957,Hombre,832.65,1.0,,Grup A,Marc Romero,True,Sí,1957-06-08,68,Grup A,0.05
58780487Q,693,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Hombre,1501.5,,1.0,Grup A,Arnau Martínez Romero,True,No,1997-08-26,27,Grup A,0.05
68747775D,694,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Otros,977.55,,1.0,Grup A,Eva Castells Romero,True,No,1980-02-13,45,Grup A,0.05
39256461F,695,Oriol,Martínez,Espanya,València,17,7,1951,Hombre,1672.65,,1.0,Grup A,Oriol Martínez,True,No,1951-07-17,73,Grup A,0.05
53837158P,696,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Otros,1332.45,,1.0,Grup A,Toni Ferrer,True,No,1996-04-07,29,Grup A,0.05
61643122A,702,Marta,Sánchez,Espanya,València,28,10,1980,Mujer,1424.85,1.0,,Grup A,Marta Sánchez,True,Sí,1980-10-28,44,Grup A,0.05
80132051V,703,Carla,López,Espanya,València,4,6,1994,Mujer,1043.7,1.0,,Grup A,Carla López,True,Sí,1994-06-04,31,Grup A,0.05
99934405Q,711,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Hombre,1274.7,1.0,,Grup A,Oriol Martínez Sánchez,True,Sí,1969-09-03,55,Grup A,0.05
54035649P,712,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Mujer,1355.55,,1.0,Grup A,Eva Martínez Martínez,True,No,2003-09-16,21,Grup A,0.05
66795744Q,717,Núria,López,Espanya,Sevilla,7,6,1956,Mujer,1379.7,,1.0,Grup A,Núria López,True,No,1956-06-07,69,Grup A,0.05
38900939H,719,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Hombre,1582.35,1.0,,Grup A,Pau Ferrer,True,Sí,1996-02-23,29,Grup A,0.05
46674072A,720,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,Null,1396.5,1.0,,Grup A,Laia Castells Castells,True,Sí,1968-12-03,56,Grup A,0.05
37528225W,721,Clara,Castells,Espanya,Barcelona,17,7,1953,Mujer,816.9,,1.0,Grup A,Clara Castells,True,No,1953-07-17,71,Grup A,0.05
84944664N,723,Oriol,Romero,Espanya,Bilbao,28,3,1959,Null,958.65,1.0,,Grup A,Oriol Romero,True,Sí,1959-03-28,66,Grup A,0.05
42592903R,724,Emily,Taylor,Regne Unit,Londres,24,3,1976,Mujer,1312.5,1.0,,Grup A,Emily Taylor,False,Sí,1976-03-24,49,Grup A,0.05
95233500R,726,Clara,López García,Espanya,Sevilla,18,8,1955,Mujer,1037.4,,1.0,Grup A,Clara López García,True,No,1955-08-18,69,Grup A,0.05
57441590Y,728,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Hombre,1186.5,1.0,,Grup A,George Brown Jones,False,Sí,1979-12-27,45,Grup A,0.05
14579601F,729,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Hombre,1387.05,,1.0,Grup A,Arnau Martínez,True,No,1964-08-13,60,Grup A,0.05
10570045V,730,Carla,Castells López,Espanya,València,17,10,1966,Mujer,1085.7,,1.0,Grup A,Carla Castells López,True,No,1966-10-17,58,Grup A,0.05
27743987C,733,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Hombre,840.0,1.0,,Grup A,Joan García Ferrer,True,Sí,1975-06-01,50,Grup A,0.05
60786095W,737,Marc,García,Espanya,Madrid,8,1,1972,Otros,1630.65,,1.0,Grup A,Marc García,True,No,1972-01-08,53,Grup A,0.05
90131757Y,738,Toni,Castells,Espanya,Sevilla,11,5,2004,Hombre,1420.65,,1.0,Grup A,Toni Castells,True,No,2004-05-11,21,Grup A,0.05
95250887Z,739,Arnau,García,Espanya,Sevilla,10,9,1966,Null,1291.5,,1.0,Grup A,Arnau García,True,No,1966-09-10,58,Grup A,0.05
13814869T,743,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Hombre,1163.4,1.0,,Grup A,Joan Romero Romero,True,Sí,1995-11-03,29,Grup A,0.05
87956285P,746,Clara,García López,Espanya,València,21,1,1983,Mujer,1156.05,1.0,,Grup A,Clara García López,True,Sí,1983-01-21,42,Grup A,0.05
60189754G,747,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Mujer,1502.55,,1.0,Grup A,Clara Sánchez,True,No,1985-10-03,39,Grup A,0.05
28369496M,748,Núria,López,Espanya,Barcelona,28,5,1961,Mujer,836.85,1.0,,Grup A,Núria López,True,Sí,1961-05-28,64,Grup A,0.05
58204038A,751,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Otros,1074.15,,1.0,Grup A,Olivia Brown Brown,False,No,1952-08-28,72,Grup A,0.05
14157308N,752,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Otros,738.15,,1.0,Grup A,Eva Sánchez,True,No,1958-06-28,67,Grup A,0.05
73829702G,754,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Hombre,1748.25,,1.0,Grup A,Miguel Ramírez,False,No,2005-04-26,20,Grup A,0.05
41366739S,755,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Mujer,1192.8,1.0,,Grup A,Khadija El Amrani,False,Sí,1998-09-13,26,Grup A,0.05
83294970L,757,Jordi,López,Espanya,Sevilla,18,2,1998,Hombre,922.95,,1.0,Grup A,Jordi López,True,No,1998-02-18,27,Grup A,0.05
72654945E,760,Michel,Girard,França,París,12,3,2004,Hombre,1593.9,1.0,,Grup A,Michel Girard,False,Sí,2004-03-12,21,Grup A,0.05
67234434Y,761,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Mujer,901.95,1.0,,Grup A,Valentina Torres,False,Sí,1981-07-12,44,Grup A,0.05
93347578D,762,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Hombre,1501.5,,1.0,Grup A,José Cruz González,False,No,1983-10-24,41,Grup A,0.05
64708400Q,764,Eva,García,Espanya,Barcelona,27,10,1960,Mujer,760.2,1.0,,Grup A,Eva García,True,Sí,1960-10-27,64,Grup A,0.05
94224511S,765,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Mujer,1356.6,1.0,,Grup A,Camila Cruz Cruz,False,Sí,1954-07-19,70,Grup A,0.05
64443494X,769,Marc,García Romero,Espanya,Bilbao,25,1,2004,Hombre,1140.3,,1.0,Grup A,Marc García Romero,True,No,2004-01-25,21,Grup A,0.05
54172956P,770,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Mujer,1220.1,,1.0,Grup A,Anna Ferrer Castells,True,No,1953-09-01,71,Grup A,0.05
23397473D,771,Anna,Romero,Espanya,Madrid,11,3,1990,Mujer,1010.1,,1.0,Grup A,Anna Romero,True,No,1990-03-11,35,Grup A,0.05
68548102E,774,Laia,López López,Espanya,Bilbao,3,5,1997,Mujer,1109.85,1.0,,Grup A,Laia López López,True,Sí,1997-05-03,28,Grup A,0.05
79888539R,775,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Hombre,1585.5,,1.0,Grup A,Ali Bennani Fassi,False,No,1983-12-14,41,Grup A,0.05
84414697K,780,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Hombre,1140.3,1.0,,Grup A,Jordi García Ferrer,True,Sí,1959-08-21,65,Grup A,0.05
76096673N,781,Lucía,Álvarez,Argentina,Buenos Aires,10,8,1972,Otros,1198.05,,1.0,Grup A,Lucía Álvarez,False,No,1972-08-10,52,Grup A,0.05
89826839F,786,Marta,Castells López,Espanya,Bilbao,10,1,1964,Mujer,1224.3,1.0,,Grup A,Marta Castells López,True,Sí,1964-01-10,61,Grup A,0.05
21546595T,787,Anna,Martínez,Espanya,Sevilla,24,2,1973,Mujer,1212.75,,1.0,Grup A,Anna Martínez,True,No,1973-02-24,52,Grup A,0.05
26880397A,788,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Mujer,1500.45,,1.0,Grup A,Carla Castells Castells,True,No,1977-03-27,48,Grup A,0.05
70773495X,794,Eva,Martínez,Espanya,València,4,12,1970,Mujer,1299.9,,1.0,Grup A,Eva Martínez,True,No,1970-12-04,54,Grup A,0.05
28370355T,800,Marta,Romero,Espanya,Barcelona,8,4,1957,Mujer,724.5,,1.0,Grup A,Marta Romero,True,No,1957-04-08,68,Grup A,0.05
57516393C,801,Lucía,Fernández Álvarez,Argentina,Còrdova,11,3,1973,Mujer,718.2,1.0,,Grup A,Lucía Fernández Álvarez,False,Sí,1973-03-11,52,Grup A,0.05
79003381D,802,Eva,García,Espanya,Bilbao,17,3,1997,Mujer,1085.7,,1.0,Grup A,Eva García,True,No,1997-03-17,28,Grup A,0.05
83094572C,803,Carla,Sánchez,Espanya,València,10,6,1981,Mujer,754.95,1.0,,Grup A,Carla Sánchez,True,Sí,1981-06-10,44,Grup A,0.05
64200072V,804,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Hombre,1445.85,,1.0,Grup A,Toni Martínez Castells,True,No,1957-10-23,67,Grup A,0.05
31385792P,813,Matías,Fernández,Argentina,Buenos Aires,28,4,1953,Hombre,1315.65,,1.0,Grup A,Matías Fernández,False,No,1953-04-28,72,Grup A,0.05
31281157W,814,Joan,García,Espanya,València,1,4,1977,Hombre,1670.55,1.0,,Grup A,Joan García,True,Sí,1977-04-01,48,Grup A,0.05
23733093T,815,Joan,López,Espanya,Sevilla,12,8,1992,Hombre,1025.85,,1.0,Grup A,Joan López,True,No,1992-08-12,32,Grup A,0.05
18279367H,817,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Mujer,1526.7,,1.0,Grup A,Amina Zahraoui Zahraoui,False,No,1973-04-20,52,Grup A,0.05
13257049V,820,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Otros,1164.45,1.0,,Grup A,Youssef Fassi Zahraoui,False,Sí,1974-07-13,51,Grup A,0.05
92984183N,823,Michel,Lefevre,França,Marsella,28,1,1988,Hombre,1176.0,,1.0,Grup A,Michel Lefevre,False,No,1988-01-28,37,Grup A,0.05
25883422V,824,Tomás,Fernández Fernández,Argentina,Còrdova,13,6,1964,Hombre,1090.95,,1.0,Grup A,Tomás Fernández Fernández,False,No,1964-06-13,61,Grup A,0.05
92292409L,825,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Hombre,1605.45,1.0,,Grup A,Carlos Ramírez Cruz,False,Sí,1971-12-28,53,Grup A,0.05
10736038P,826,Oriol,Castells,Espanya,Sevilla,27,3,1998,Hombre,1642.2,1.0,,Grup A,Oriol Castells,True,Sí,1998-03-27,27,Grup A,0.05
95605596P,827,Lukas,Müller Schmidt,Alemanya,Munic,23,2,2005,Hombre,1651.65,,1.0,Grup A,Lukas Müller Schmidt,False,No,2005-02-23,20,Grup A,0.05
23188733V,828,Núria,García,Espanya,València,11,4,1993,Mujer,838.95,,1.0,Grup A,Núria García,True,No,1993-04-11,32,Grup A,0.05
59876171G,830,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Hombre,1024.8,1.0,,Grup A,Arnau Sánchez,True,Sí,1973-10-28,51,Grup A,0.05
26977768S,837,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Mujer,1276.8,,1.0,Grup A,Fatima Zahraoui Zahraoui,False,No,1993-02-06,32,Grup A,0.05
11305351X,838,Eva,García,Espanya,València,22,6,1993,Mujer,1516.2,,1.0,Grup A,Eva García,True,No,1993-06-22,32,Grup A,0.05
19888245C,839,Pau,Romero,Espanya,Madrid,20,2,1953,Hombre,1412.25,,1.0,Grup A,Pau Romero,True,No,1953-02-20,72,Grup A,0.05
61051397G,843,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Mujer,1458.45,,1.0,Grup A,Marta Sánchez,True,No,1999-03-17,26,Grup A,0.05
63040392X,844,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Hombre,1415.4,1.0,,Grup A,Oriol Martínez,True,Sí,1977-07-22,47,Grup A,0.05
99383081M,848,Oriol,Sánchez García,Espanya,València,21,5,1993,Hombre,939.75,,1.0,Grup A,Oriol Sánchez García,True,No,1993-05-21,32,Grup A,0.05
76741258Y,849,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Mujer,1397.55,,1.0,Grup A,Carla Castells Ferrer,True,No,1952-07-20,72,Grup A,0.05
38241293F,850,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Mujer,792.75,,1.0,Grup A,Carla Martínez Castells,True,No,1980-10-21,44,Grup A,0.05
28367234K,854,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Mujer,1256.85,,1.0,Grup A,Isla Jones Brown,False,No,1999-03-28,26,Grup A,0.05
32285371X,856,Louis,Lefevre Girard,França,París,23,10,1970,Hombre,773.85,1.0,,Grup A,Louis Lefevre Girard,False,Sí,1970-10-23,54,Grup A,0.05
28421457Z,857,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Hombre,1500.45,1.0,,Grup A,Pau Romero Castells,True,Sí,1968-08-08,56,Grup A,0.05
27247467S,860,Anna,López,Espanya,Madrid,2,1,1952,Mujer,1115.1,1.0,,Grup A,Anna López,True,Sí,1952-01-02,73,Grup A,0.05
78697534Q,864,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,Null,1334.55,1.0,,Grup A,Omar Zahraoui Zahraoui,False,Sí,1983-07-01,42,Grup A,0.05
20692229R,865,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Hombre,1191.75,1.0,,Grup A,Oriol López Romero,True,Sí,1983-05-22,42,Grup A,0.05
39270256A,867,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Hombre,870.45,,1.0,Grup A,Santiago Rojas,False,No,1987-04-05,38,Grup A,0.05
31713444D,869,Arnau,Romero Martínez,Espanya,València,7,5,1962,Hombre,1307.25,1.0,,Grup A,Arnau Romero Martínez,True,Sí,1962-05-07,63,Grup A,0.05
14773153R,871,Lea,Fischer,Alemanya,Berlín,9,9,1986,Mujer,1438.5,1.0,,Grup A,Lea Fischer,False,Sí,1986-09-09,38,Grup A,0.05
82046699J,872,William,Smith,Regne Unit,Manchester,19,5,1997,Hombre,1475.25,1.0,,Grup A,William Smith,False,Sí,1997-05-19,28,Grup A,0.05
86893272V,874,Marc,Ferrer,Espanya,Madrid,27,4,1954,Hombre,1717.8,1.0,,Grup A,Marc Ferrer,True,Sí,1954-04-27,71,Grup A,0.05
93782971H,875,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Mujer,721.35,,1.0,Grup A,Luisa González Hernández,False,No,2005-04-19,20,Grup A,0.05
21277706W,876,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Mujer,956.55,,1.0,Grup A,Carla Ferrer,True,No,1969-12-13,55,Grup A,0.05
70418524X,878,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Mujer,1591.8,1.0,,Grup A,Laia Castells Ferrer,True,Sí,1971-05-07,54,Grup A,0.05
15566633F,882,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Mujer,1498.35,,1.0,Grup A,Laia Sánchez Martínez,True,No,1971-02-10,54,Grup A,0.05
80657664E,886,Eva,López Castells,Espanya,Sevilla,4,12,2004,Null,917.7,1.0,,Grup A,Eva López Castells,True,Sí,2004-12-04,20,Grup A,0.05
90914480C,887,Oriol,Castells,Espanya,Barcelona,3,12,1987,Hombre,1745.1,,1.0,Grup A,Oriol Castells,True,No,1987-12-03,37,Grup A,0.05
21163199Y,888,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Hombre,1713.6,,1.0,Grup A,Joan Sánchez,True,No,1982-03-18,43,Grup A,0.05
38279546W,889,Marc,Castells,Espanya,Sevilla,24,3,1974,Hombre,1058.4,,1.0,Grup A,Marc Castells,True,No,1974-03-24,51,Grup A,0.05
84844149K,891,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Hombre,1016.4,,1.0,Grup A,Marc Sánchez Ferrer,True,No,1998-04-01,27,Grup A,0.05
26365080Y,892,Anna,Sánchez,Espanya,València,5,6,1988,Mujer,1013.25,,1.0,Grup A,Anna Sánchez,True,No,1988-06-05,37,Grup A,0.05
21674643A,898,Julieta,Fernández,Argentina,Buenos Aires,28,1,1961,Mujer,1567.65,1.0,,Grup A,Julieta Fernández,False,Sí,1961-01-28,64,Grup A,0.05
76568322R,899,Antoine,Lefevre,França,Lió,17,6,1999,Hombre,1303.05,,1.0,Grup A,Antoine Lefevre,False,No,1999-06-17,26,Grup A,0.05
59758346F,900,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Otros,764.4,1.0,,Grup A,Laia Martínez Romero,True,Sí,1957-12-28,67,Grup A,0.05
39104359X,901,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Hombre,1190.7,,1.0,Grup A,Jordi Romero García,True,No,1972-02-17,53,Grup A,0.05
56408493L,903,Anna,García García,Espanya,Madrid,8,5,2003,Mujer,889.35,1.0,,Grup A,Anna García García,True,Sí,2003-05-08,22,Grup A,0.05
53176287C,906,Jordi,Castells,Espanya,Bilbao,6,2,1963,Hombre,1371.3,1.0,,Grup A,Jordi Castells,True,Sí,1963-02-06,62,Grup A,0.05
80044333C,907,Núria,Martínez,Espanya,Bilbao,10,3,1971,Mujer,1037.4,,1.0,Grup A,Núria Martínez,True,No,1971-03-10,54,Grup A,0.05
77158777S,908,Núria,García,Espanya,Bilbao,15,6,2001,Mujer,732.9,1.0,,Grup A,Núria García,True,Sí,2001-06-15,24,Grup A,0.05
23645745S,912,Martina,Gómez,Argentina,Buenos Aires,5,12,1963,Mujer,1042.65,,1.0,Grup A,Martina Gómez,False,No,1963-12-05,61,Grup A,0.05
65159318X,913,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Mujer,758.1,,1.0,Grup A,Luisa Cruz Ramírez,False,No,1985-02-19,40,Grup A,0.05
40039044H,914,Núria,Romero,Espanya,Madrid,9,4,1974,Mujer,717.15,1.0,,Grup A,Núria Romero,True,Sí,1974-04-09,51,Grup A,0.05
66460797A,915,Marc,López García,Espanya,Bilbao,10,9,2005,Hombre,1333.5,,1.0,Grup A,Marc López García,True,No,2005-09-10,19,Grup A,0.05
69734812N,916,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Mujer,805.35,1.0,,Grup A,Anna Sánchez,True,Sí,1971-07-17,53,Grup A,0.05
54263997Y,918,Núria,Romero,Espanya,Madrid,9,3,1956,Mujer,1485.75,,1.0,Grup A,Núria Romero,True,No,1956-03-09,69,Grup A,0.05
87213442J,919,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Mujer,1462.65,,1.0,Grup A,Clara Ferrer Castells,True,No,1998-07-25,26,Grup A,0.05
92018667L,920,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Hombre,1195.95,,1.0,Grup A,Joan Martínez Castells,True,No,1985-10-04,39,Grup A,0.05
22118978G,921,Núria,Ferrer,Espanya,València,26,4,1995,Mujer,1294.65,,1.0,Grup A,Núria Ferrer,True,No,1995-04-26,30,Grup A,0.05
78458482P,922,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Hombre,1499.4,,1.0,Grup A,Pau Ferrer,True,No,1997-03-06,28,Grup A,0.05
82204716Y,924,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Hombre,1185.45,1.0,,Grup A,Pau López Ferrer,True,Sí,1960-04-13,65,Grup A,0.05
58088881Q,934,Anna,García,Espanya,Madrid,15,3,1960,Mujer,1186.5,1.0,,Grup A,Anna García,True,Sí,1960-03-15,65,Grup A,0.05
71312672X,939,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Hombre,1066.8,,1.0,Grup A,Jordi López Romero,True,No,1978-12-17,46,Grup A,0.05
23931178W,940,Toni,García,Espanya,València,4,5,1952,Hombre,1132.95,,1.0,Grup A,Toni García,True,No,1952-05-04,73,Grup A,0.05
77665617B,942,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Hombre,1699.95,,1.0,Grup A,Youssef Bennani El Amrani,False,No,1960-09-05,64,Grup A,0.05
43437575V,943,Clara,Romero,Espanya,Bilbao,5,12,2004,Mujer,1582.35,,1.0,Grup A,Clara Romero,True,No,2004-12-05,20,Grup A,0.05
86366713Z,946,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,Null,936.6,,1.0,Grup A,Carla Sánchez Romero,True,No,2005-01-22,20,Grup A,0.05
38147748A,949,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Mujer,1079.4,,1.0,Grup A,Núria Martínez Ferrer,True,No,1976-11-04,48,Grup A,0.05
49560214X,950,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Hombre,1338.75,,1.0,Grup A,Felipe Gutiérrez,False,No,1989-11-13,35,Grup A,0.05
83600087R,951,Toni,Romero,Espanya,Sevilla,26,9,1952,Null,1283.1,1.0,,Grup A,Toni Romero,True,Sí,1952-09-26,72,Grup A,0.05
86899840T,953,Eva,García,Espanya,Bilbao,13,9,1978,Mujer,1172.85,,1.0,Grup A,Eva García,True,No,1978-09-13,46,Grup A,0.05
67837921D,954,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Mujer,1298.85,,1.0,Grup A,Isla Taylor Smith,False,No,1965-05-07,60,Grup A,0.05
12091945C,956,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Hombre,784.35,,1.0,Grup A,Oriol Sánchez,True,No,1986-02-05,39,Grup A,0.05
71514483K,957,Jean,Girard Lefevre,França,Lió,28,12,1960,Hombre,976.5,,1.0,Grup A,Jean Girard Lefevre,False,No,1960-12-28,64,Grup A,0.05
48749091Z,958,Oriol,Sánchez García,Espanya,València,16,7,1965,Hombre,1336.65,,1.0,Grup A,Oriol Sánchez García,True,No,1965-07-16,60,Grup A,0.05
29019539A,961,Clara,Romero García,Espanya,València,8,2,1989,Mujer,1308.3,1.0,,Grup A,Clara Romero García,True,Sí,1989-02-08,36,Grup A,0.05
98430241N,962,Toni,López,Espanya,Bilbao,3,6,1956,Hombre,899.85,,1.0,Grup A,Toni López,True,No,1956-06-03,69,Grup A,0.05
89759837X,963,Laia,Romero,Espanya,Barcelona,17,9,1966,Mujer,999.6,1.0,,Grup A,Laia Romero,True,Sí,1966-09-17,58,Grup A,0.05
69520375Z,966,Núria,García Castells,Espanya,Sevilla,23,12,1986,Mujer,1321.95,,1.0,Grup A,Núria García Castells,True,No,1986-12-23,38,Grup A,0.05
75634877M,967,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Hombre,1396.5,1.0,,Grup A,Marc Castells Castells,True,Sí,1955-12-18,69,Grup A,0.05
58558026P,968,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Hombre,1282.05,,1.0,Grup A,Toni Romero Martínez,True,No,1980-09-15,44,Grup A,0.05
67475809B,974,Jordi,Romero,Espanya,Barcelona,6,9,1952,Hombre,1756.65,1.0,,Grup A,Jordi Romero,True,Sí,1952-09-06,72,Grup A,0.05
21511240Y,975,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Hombre,962.85,,1.0,Grup A,Oriol García Castells,True,No,1987-05-08,38,Grup A,0.05
14371347B,978,William,Taylor,Regne Unit,Londres,11,10,1957,Hombre,1067.85,,1.0,Grup A,William Taylor,False,No,1957-10-11,67,Grup A,0.05
