Nom,Cognoms,DNI,País d'origen,Ciutat,Dia de Naixement,Mes de Naixement,Any de Naixement,Gènere,Salari mensual,Fills,No Fills,Grup Professional
Olivia,Taylor,52604206S,Regne Unit,Londres,13,9,1992,NC,1.416 €,True,,Grup A
Clara,Sánchez Romero,97210518F,Espanya,Bilbao,16,3,2004,D,1.024 €,,True,Grup A
Gabriela,Ramírez González,44505750Y,Mèxic,Ciutat de Mèxic,26,3,1988,D,1.220 €,,True,Grup B
Eva,Ferrer Ferrer,89141927S,Espanya,València,24,12,1979,D,1.587 €,,True,Grup B
João,Oliveira,19113138L,Portugal,Lisboa,1,7,1979,H,1.276 €,,True,Grup A
Florencia,Álvarez,83374173K,Argentina,Buenos Aires,14,11,1961,D,1.043 €,,True,Grup A
João,Silva,31397148Y,Portugal,Lisboa,2,7,1994,H,1.634 €,,True,Grup A
Laia,López Sánchez,15336274M,Espanya,Barcelona,11,5,1964,D,2.090 €,,True,Grup B
Marc,Martínez Castells,41718924T,Espanya,Barcelona,13,5,1979,NC,1.473 €,,True,Grup A
Juan,Gómez Gómez,35577350W,Argentina,Còrdova,9,10,1994,H,1.685 €,True,,Grup C
Marta,Martínez,11062448Q,Espanya,Barcelona,4,7,1980,D,1.660 €,True,,Grup B
Laia,Romero Martínez,44346665J,Espanya,València,18,7,1963,A,2.049 €,,True,Grup C
Joan,Ferrer,83602803G,Espanya,Sevilla,2,2,1964,H,1.213 €,,True,Grup A
Jordi,Martínez Ferrer,52759329M,Espanya,València,18,2,1972,A,778 €,,True,Grup A
Anna,Sánchez López,28210536A,Espanya,Madrid,4,8,1997,A,1.197 €,,True,Grup A
Eva,López Martínez,31675368R,Espanya,Bilbao,27,7,1998,D,1.334 €,,True,Grup B
Eva,Romero,76436789V,Espanya,Bilbao,18,7,1967,D,1.322 €,,True,Grup A
Pau,Castells Martínez,84904881L,Espanya,Barcelona,3,1,1985,H,1.242 €,,True,Grup A
Laia,Castells,89450981Z,Espanya,Bilbao,20,11,2000,D,1.698 €,True,,Grup B
Carla,Ferrer García,76029605D,Espanya,València,25,2,1970,D,2.514 €,,True,Grup C
Jordi,García López,80909731Y,Espanya,Sevilla,6,6,1971,H,1.249 €,True,,Grup A
Núria,Romero Romero,66842033A,Espanya,Madrid,3,3,1962,D,894 €,,True,Grup A
Gabriela,Cruz,44245943V,Mèxic,Guadalajara,27,1,1955,D,1.396 €,,True,Grup A
Laia,Castells Ferrer,54853635H,Espanya,Sevilla,23,6,1986,D,1.178 €,True,,Grup B
Laia,Castells,44569678M,Espanya,Madrid,9,8,1977,D,981 €,,True,Grup A
Marta,Martínez,87865381W,Espanya,Sevilla,17,7,2000,D,1.197 €,,True,Grup A
Arnau,Sánchez,21820075A,Espanya,Bilbao,23,1,1978,H,1.107 €,,True,Grup A
Laura,Castro Torres,81398413Q,Colòmbia,Medellín,6,6,1997,D,1.438 €,,True,Grup B
Laura,Schmidt,57692936L,Alemanya,Hamburg,3,5,1956,NC,1.828 €,True,,Grup B
Toni,Romero García,17135791L,Espanya,Barcelona,12,6,1963,H,1.598 €,,True,Grup B
Francesca,Conti,76257088H,Itàlia,Roma,10,8,1955,D,810 €,True,,Grup A
Pau,García,15664344B,Espanya,València,1,3,2000,H,2.390 €,,True,Grup C
Jonas,Schneider,44060014R,Alemanya,Berlín,22,11,1985,H,2.754 €,True,,Grup D
Clara,Sánchez Castells,51635247N,Espanya,València,6,10,1973,D,1.167 €,,True,Grup A
Arnau,Martínez Martínez,13357124H,Espanya,Sevilla,6,12,1960,H,1.789 €,,True,Grup B
Núria,Castells,42128077K,Espanya,València,16,2,2001,D,892 €,,True,Grup A
Oriol,López Martínez,49180523M,Espanya,Madrid,17,3,1978,H,2.283 €,True,,Grup C
Marta,Martínez Ferrer,53983933P,Espanya,València,2,11,2001,D,806 €,,True,Grup A
Núria,Martínez Martínez,64697693K,Espanya,Bilbao,20,8,2002,D,1.006 €,,True,Grup A
Tiago,Ferreira Pereira,15021643F,Portugal,Lisboa,15,3,1959,A,1.263 €,,True,Grup A
Isla,Smith Brown,96612764F,Regne Unit,Londres,24,9,1991,D,2.169 €,True,,Grup C
Pau,López,71377022P,Espanya,Madrid,28,12,1971,H,794 €,True,,Grup A
Anna,Ferrer Martínez,43507453W,Espanya,Bilbao,15,10,1981,D,850 €,True,,Grup A
Oriol,Martínez,26414747E,Espanya,Sevilla,23,12,1991,H,803 €,True,,Grup A
Toni,Martínez López,69931972C,Espanya,Madrid,4,12,1983,H,1.607 €,True,,Grup A
Marc,García,86555403J,Espanya,Madrid,14,7,1977,H,1.599 €,,True,Grup A
Anna,López,53653173V,Espanya,Madrid,17,1,1964,A,1.303 €,,True,Grup B
Marc,Castells,15138029Q,Espanya,Bilbao,16,12,2002,H,2.132 €,,True,Grup B
Daniel,Rojas Torres,52720140A,Colòmbia,Bogotà,20,8,1985,H,1.457 €,True,,Grup A
Carla,López Romero,19863880V,Espanya,Sevilla,22,4,1954,D,1.173 €,True,,Grup A
Ali,El Amrani El Amrani,53822006D,Marroc,Rabat,4,5,1971,H,2.127 €,,True,Grup B
Juan,Álvarez Fernández,18876694Z,Argentina,Buenos Aires,11,8,1991,H,1.412 €,True,,Grup B
Anna,Castells Ferrer,67985873N,Espanya,Barcelona,8,1,1983,D,1.494 €,True,,Grup A
Pau,Sánchez,78668978W,Espanya,Bilbao,20,5,1994,H,2.176 €,True,,Grup B
Núria,Ferrer,15895974X,Espanya,Barcelona,10,4,1957,D,2.366 €,,True,Grup C
Maria,Pereira Pereira,51927396G,Portugal,Porto,19,6,1980,D,1.672 €,,True,Grup B
Joan,Romero López,49846108N,Espanya,Barcelona,11,1,1950,H,1.982 €,True,,Grup B
Marc,López,30525996L,Espanya,Sevilla,23,1,1965,H,842 €,True,,Grup A
Laia,Castells Martínez,46129359E,Espanya,Madrid,8,4,1975,D,1.442 €,,True,Grup B
Laia,Sánchez Romero,54990944C,Espanya,Bilbao,4,12,1960,D,2.060 €,True,,Grup C
Jordi,Ferrer Martínez,90464341H,Espanya,València,12,11,1981,H,1.664 €,,True,Grup A
Marta,García,19814204M,Espanya,Bilbao,23,2,1999,D,1.580 €,True,,Grup B
Marc,Romero,46035899S,Espanya,Sevilla,2,11,1975,H,1.569 €,,True,Grup B
Arnau,Martínez,38832908L,Espanya,Madrid,20,12,1999,H,2.100 €,,True,Grup B
Maria,Silva,18647358J,Portugal,Porto,14,12,1991,A,2.458 €,,True,Grup C
Carla,Sánchez,11156851X,Espanya,València,17,8,1975,D,1.508 €,True,,Grup B
Louis,Dubois Girard,38127780Y,França,Lió,21,11,1950,H,1.085 €,,True,Grup A
Eva,López Sánchez,61239482R,Espanya,València,25,4,1987,D,2.086 €,,True,Grup B
Oriol,Castells Ferrer,95204020C,Espanya,València,14,10,1959,H,1.576 €,True,,Grup A
Toni,López,12868239Z,Espanya,Sevilla,10,3,1989,H,2.882 €,,True,Grup D
Lucas,Álvarez,71461971W,Argentina,Buenos Aires,22,3,1984,H,1.670 €,,True,Grup B
Núria,Martínez Castells,31958336Z,Espanya,Sevilla,8,12,1962,D,1.300 €,,True,Grup B
Inês,Oliveira Ferreira,69796526G,Portugal,Lisboa,2,5,1970,D,687 €,,True,Grup A
Laia,Ferrer,45203656T,Espanya,Sevilla,18,6,1988,D,947 €,,True,Grup A
Jordi,Romero García,80122915D,Espanya,Bilbao,5,12,1978,H,1.948 €,True,,Grup C
Jonas,Schneider Schmidt,19508494Q,Alemanya,Hamburg,15,8,1983,H,1.476 €,True,,Grup B
Camila,Cruz Cruz,86198614J,Mèxic,Guadalajara,2,1,1952,D,839 €,,True,Grup A
Núria,Martínez Sánchez,37757421G,Espanya,Madrid,23,5,1967,D,914 €,True,,Grup A
Carla,Ferrer García,14219190G,Espanya,Madrid,19,12,1960,D,1.405 €,True,,Grup A
Toni,Romero,33177087Z,Espanya,Barcelona,7,5,1990,H,1.101 €,,True,Grup A
Pau,Castells,65535145H,Espanya,Bilbao,20,7,1953,H,2.952 €,,True,Grup D
Jordi,García Martínez,18873517G,Espanya,Sevilla,7,2,1974,H,774 €,True,,Grup A
Alessia,Russo Russo,45620823H,Itàlia,Torí,18,5,1995,D,1.162 €,,True,Grup A
Marta,López,68222849D,Espanya,València,4,11,1971,D,2.351 €,True,,Grup C
Eva,Romero,14778034E,Espanya,Madrid,21,1,1972,D,1.022 €,True,,Grup A
Pau,Martínez García,32873655H,Espanya,Barcelona,15,11,1989,H,2.254 €,,True,Grup B
Sofia,Oliveira,74293523P,Portugal,Lisboa,2,4,1998,D,2.006 €,,True,Grup B
Beatriz,Ferreira,49127195L,Portugal,Porto,11,5,1950,A,1.574 €,True,,Grup B
Joan,López,32610074J,Espanya,Barcelona,22,10,1964,H,1.623 €,,True,Grup A
Joan,Romero Martínez,17792481K,Espanya,Bilbao,16,2,1996,H,1.849 €,,True,Grup B
Joan,García,75293326J,Espanya,Bilbao,23,6,1960,H,826 €,,True,Grup A
Miguel,González Cruz,81156988L,Mèxic,Ciutat de Mèxic,7,8,1965,H,2.051 €,,True,Grup B
Eva,Martínez,60352406T,Espanya,Madrid,13,6,1994,D,1.149 €,,True,Grup B
Marta,López,29661736H,Espanya,Madrid,16,7,2001,D,1.963 €,True,,Grup C
Louis,Dubois Dubois,94035504X,França,París,22,9,1964,H,1.000 €,,True,Grup A
Giovanni,Rossi Ferrari,85975055P,Itàlia,Torí,14,6,1991,H,1.022 €,,True,Grup A
Marc,Sánchez,72988314H,Espanya,Bilbao,3,6,1996,H,1.143 €,True,,Grup A
Francesca,Rossi Russo,25144352S,Itàlia,Torí,1,9,1994,D,1.254 €,,True,Grup A
Anna,Ferrer Romero,53730243G,Espanya,Sevilla,24,1,2005,D,718 €,,True,Grup A
Carla,Romero,66192865D,Espanya,Barcelona,17,6,1998,D,1.785 €,True,,Grup B
Chloé,Moreau,21285125Z,França,Marsella,5,5,1976,D,1.173 €,True,,Grup A
Oriol,Sánchez,11962486C,Espanya,Sevilla,27,2,1958,H,2.539 €,,True,Grup C
Lucas,Álvarez,26130098V,Argentina,Buenos Aires,2,8,1978,H,899 €,True,,Grup A
Jordi,García Castells,82495492K,Espanya,València,4,7,1970,H,1.848 €,True,,Grup B
Carla,López,22553315Z,Espanya,València,27,6,1972,D,912 €,,True,Grup A
Jordi,Ferrer,51701516Z,Espanya,Bilbao,22,5,1960,H,1.325 €,,True,Grup A
Maria,Ferreira Ferreira,77255461X,Portugal,Porto,4,3,1996,D,1.896 €,True,,Grup B
Núria,Martínez,50017849P,Espanya,València,26,9,1958,D,1.912 €,,True,Grup B
Joan,Romero,63666276G,Espanya,Sevilla,10,11,1952,H,1.904 €,,True,Grup C
Jean,Dubois Moreau,14532429J,França,Marsella,7,12,1967,H,1.941 €,,True,Grup B
Eva,Ferrer,48928716V,Espanya,Madrid,22,5,1997,D,1.226 €,,True,Grup B
Laia,Ferrer,92136991X,Espanya,Madrid,18,8,1973,D,1.083 €,True,,Grup A
Pau,Sánchez Martínez,80745485X,Espanya,Madrid,2,3,1981,H,2.510 €,True,,Grup C
Andrés,González,20554785E,Mèxic,Guadalajara,13,10,1977,H,1.734 €,,True,Grup B
Andrés,Torres,18783620K,Colòmbia,Medellín,13,1,1967,H,1.567 €,,True,Grup A
Joan,Martínez Romero,77617404G,Espanya,Madrid,19,6,1972,H,1.129 €,True,,Grup A
Eva,Castells Romero,14270387K,Espanya,Bilbao,25,6,1974,D,1.317 €,,True,Grup A
Pau,García,33366982Q,Espanya,Madrid,11,3,1976,NC,2.910 €,,True,Grup D
Juan,Álvarez,72582805W,Argentina,Buenos Aires,21,2,1968,H,887 €,True,,Grup A
Valentina,Castro Rojas,52982989C,Colòmbia,Medellín,8,12,1986,D,817 €,True,,Grup A
Valentina,Gutiérrez Rojas,96850216C,Colòmbia,Medellín,2,10,1959,D,1.728 €,True,,Grup B
Toni,Martínez,81908160Z,Espanya,València,13,7,1978,H,1.928 €,True,,Grup C
Marc,Romero,93864786W,Espanya,València,8,6,1957,H,793 €,True,,Grup A
Arnau,Martínez Romero,58780487Q,Espanya,Bilbao,26,8,1997,H,1.430 €,,True,Grup A
Eva,Castells Romero,68747775D,Espanya,Barcelona,13,2,1980,A,931 €,,True,Grup A
Oriol,Martínez,39256461F,Espanya,València,17,7,1951,H,1.593 €,,True,Grup A
Toni,Ferrer,53837158P,Espanya,Bilbao,7,4,1996,A,1.269 €,,True,Grup A
Toni,Sánchez Sánchez,21123762J,Espanya,València,20,1,1989,H,2.293 €,,True,Grup B
Arnau,Martínez Sánchez,87203712F,Espanya,Barcelona,20,6,1971,H,1.373 €,,True,Grup B
Toni,Sánchez,94864855F,Espanya,Madrid,6,3,1996,H,2.052 €,,True,Grup B
Jordi,López,22768293W,Espanya,Madrid,27,4,1996,H,2.843 €,True,,Grup C
Oriol,Romero López,83942911L,Espanya,Bilbao,3,5,1951,H,2.046 €,,True,Grup B
Marta,Sánchez,61643122A,Espanya,València,28,10,1980,D,1.357 €,True,,Grup A
Carla,López,80132051V,Espanya,València,4,6,1994,D,994 €,True,,Grup A
Sofia,Silva Oliveira,49962478C,Portugal,Lisboa,13,8,1977,NC,1.449 €,,True,Grup B
Tomás,Gómez,49561814F,Argentina,Buenos Aires,3,10,1972,H,1.456 €,,True,Grup B
Carla,Castells,41288932T,Espanya,Barcelona,24,10,1962,D,1.248 €,True,,Grup B
Carla,López López,36744704Y,Espanya,València,9,10,1970,D,2.201 €,,True,Grup C
Eva,Ferrer Romero,13080692S,Espanya,Barcelona,1,11,2005,D,2.899 €,,True,Grup D
Núria,Martínez Sánchez,75528612H,Espanya,Barcelona,23,7,1999,D,2.185 €,True,,Grup C
Michel,Girard Dubois,14345055N,França,París,9,8,1970,H,2.973 €,,True,Grup D
Oriol,Martínez Sánchez,99934405Q,Espanya,València,3,9,1969,H,1.214 €,True,,Grup A
Eva,Martínez Martínez,54035649P,Espanya,Madrid,16,9,2003,D,1.291 €,,True,Grup A
Toni,López García,65854367Q,Espanya,Bilbao,23,2,1976,H,2.485 €,,True,Grup C
Laia,López,54906134P,Espanya,Madrid,15,10,1978,D,1.447 €,True,,Grup B
Giovanni,Ferrari,42177426S,Itàlia,Torí,8,2,1964,H,1.468 €,,True,Grup B
Núria,Romero,70317853J,Espanya,Barcelona,24,12,1970,D,1.939 €,,True,Grup B
Núria,López,66795744Q,Espanya,Sevilla,7,6,1956,D,1.314 €,,True,Grup A
Carla,Ferrer,47126739B,Espanya,Barcelona,17,12,1963,D,1.928 €,True,,Grup C
Pau,Ferrer,38900939H,Espanya,Sevilla,23,2,1996,H,1.507 €,True,,Grup A
Laia,Castells Castells,46674072A,Espanya,Bilbao,3,12,1968,NC,1.330 €,True,,Grup A
Clara,Castells,37528225W,Espanya,Barcelona,17,7,1953,D,778 €,,True,Grup A
Jordi,García,29356893J,Espanya,Sevilla,13,6,1987,H,2.730 €,True,,Grup C
Oriol,Romero,84944664N,Espanya,Bilbao,28,3,1959,NC,913 €,True,,Grup A
Emily,Taylor,42592903R,Regne Unit,Londres,24,3,1976,D,1.250 €,True,,Grup A
Jordi,López,96810023K,Espanya,Madrid,25,6,1995,H,3.258 €,,True,Grup D
Clara,López García,95233500R,Espanya,Sevilla,18,8,1955,D,988 €,,True,Grup A
Arnau,Ferrer Romero,48918423X,Espanya,Madrid,2,7,1975,H,2.196 €,,True,Grup B
George,Brown Jones,57441590Y,Regne Unit,Manchester,27,12,1979,H,1.130 €,True,,Grup A
Arnau,Martínez,14579601F,Espanya,Bilbao,13,8,1964,H,1.321 €,,True,Grup A
Carla,Castells López,10570045V,Espanya,València,17,10,1966,D,1.034 €,,True,Grup A
Núria,Castells Ferrer,58423324H,Espanya,Sevilla,13,10,2005,D,2.058 €,,True,Grup B
Joan,Martínez,76315436N,Espanya,Sevilla,26,5,1976,H,2.817 €,,True,Grup C
Joan,García Ferrer,27743987C,Espanya,Madrid,1,6,1975,H,800 €,True,,Grup A
Matías,Rodríguez Gómez,30532432L,Argentina,Buenos Aires,28,9,1957,H,1.463 €,True,,Grup B
Laia,Sánchez,25178167X,Espanya,Barcelona,27,1,1965,D,1.876 €,True,,Grup B
Marta,Martínez Romero,87416108F,Espanya,Sevilla,7,9,1955,D,1.962 €,,True,Grup C
Marc,García,60786095W,Espanya,Madrid,8,1,1972,A,1.553 €,,True,Grup A
Toni,Castells,90131757Y,Espanya,Sevilla,11,5,2004,H,1.353 €,,True,Grup A
Arnau,García,95250887Z,Espanya,Sevilla,10,9,1966,NC,1.230 €,,True,Grup A
Matías,Álvarez,19039929Q,Argentina,Còrdova,24,8,1954,H,1.686 €,True,,Grup B
Clara,Sánchez,87285985P,Espanya,Madrid,1,10,2002,A,3.142 €,True,,Grup D
Florencia,Gómez Fernández,73118029L,Argentina,Còrdova,12,7,1992,D,1.245 €,,True,Grup B
Joan,Romero Romero,13814869T,Espanya,Barcelona,3,11,1995,H,1.108 €,True,,Grup A
Laia,López Castells,23290905N,Espanya,Madrid,13,8,1971,NC,2.615 €,True,,Grup D
Marta,Sánchez Romero,65314666K,Espanya,Barcelona,5,6,1993,D,1.320 €,,True,Grup B
Clara,García López,87956285P,Espanya,València,21,1,1983,D,1.101 €,True,,Grup A
Clara,Sánchez,60189754G,Espanya,Barcelona,3,10,1985,D,1.431 €,,True,Grup A
Núria,López,28369496M,Espanya,Barcelona,28,5,1961,D,797 €,True,,Grup A
Oriol,López Castells,30561064P,Espanya,Madrid,14,4,1987,H,3.356 €,,True,Grup D
Joan,Ferrer García,99057187Q,Espanya,Bilbao,5,5,1995,H,2.856 €,True,,Grup C
Olivia,Brown Brown,58204038A,Regne Unit,Manchester,28,8,1952,A,1.023 €,,True,Grup A
Eva,Sánchez,14157308N,Espanya,Sevilla,28,6,1958,A,703 €,,True,Grup A
Pau,Romero Martínez,98834273R,Espanya,Barcelona,16,9,1974,H,1.753 €,,True,Grup B
Miguel,Ramírez,73829702G,Mèxic,Ciutat de Mèxic,26,4,2005,H,1.665 €,,True,Grup A
Khadija,El Amrani,41366739S,Marroc,Casablanca,13,9,1998,D,1.136 €,True,,Grup A
Gabriela,González Cruz,97687146Q,Mèxic,Ciutat de Mèxic,20,2,1985,NC,1.583 €,,True,Grup B
Jordi,López,83294970L,Espanya,Sevilla,18,2,1998,H,879 €,,True,Grup A
Laia,Castells,90364828E,Espanya,Bilbao,23,4,1998,D,1.788 €,True,,Grup B
Clara,López,16082109P,Espanya,Madrid,12,5,1989,D,1.400 €,,True,Grup B
Michel,Girard,72654945E,França,París,12,3,2004,H,1.518 €,True,,Grup A
Valentina,Torres,67234434Y,Colòmbia,Medellín,12,7,1981,D,859 €,True,,Grup A
José,Cruz González,93347578D,Mèxic,Ciutat de Mèxic,24,10,1983,H,1.430 €,,True,Grup A
Laia,Sánchez,26631271T,Espanya,Bilbao,19,5,1970,A,1.987 €,True,,Grup B
Eva,García,64708400Q,Espanya,Barcelona,27,10,1960,D,724 €,True,,Grup A
Camila,Cruz Cruz,94224511S,Mèxic,Ciutat de Mèxic,19,7,1954,D,1.292 €,True,,Grup A
João,Silva,73326255V,Portugal,Porto,23,10,1970,H,1.984 €,True,,Grup B
Antoine,Lefevre Girard,83613978F,França,Marsella,22,12,1981,H,1.620 €,True,,Grup B
Michel,Moreau,51525932J,França,Marsella,27,6,1978,H,2.085 €,True,,Grup B
Marc,García Romero,64443494X,Espanya,Bilbao,25,1,2004,H,1.086 €,,True,Grup A
Anna,Ferrer Castells,54172956P,Espanya,Bilbao,1,9,1953,D,1.162 €,,True,Grup A
Anna,Romero,23397473D,Espanya,Madrid,11,3,1990,D,962 €,,True,Grup A
Joan,López,44026048T,Espanya,València,15,10,1982,H,2.290 €,,True,Grup B
Marta,López López,43409433Y,Espanya,Sevilla,24,2,1986,D,1.292 €,,True,Grup B
Laia,López López,68548102E,Espanya,Bilbao,3,5,1997,D,1.057 €,True,,Grup A
Ali,Bennani Fassi,79888539R,Marroc,Casablanca,14,12,1983,H,1.510 €,,True,Grup A
Pau,Sánchez,39025961G,Espanya,Sevilla,20,10,1953,H,2.765 €,,True,Grup C
Leon,Schneider Schneider,68512981B,Alemanya,Hamburg,16,10,1977,H,2.984 €,,True,Grup D
Laia,López López,32095971T,Espanya,València,8,5,1962,D,1.238 €,True,,Grup B
Pau,López Martínez,82936531F,Espanya,Sevilla,17,12,1958,H,1.409 €,,True,Grup B
Jordi,García Ferrer,84414697K,Espanya,Sevilla,21,8,1959,H,1.086 €,True,,Grup A
Lucía,Álvarez,76096673N,Argentina,Buenos Aires,10,8,1972,A,1.141 €,,True,Grup A
Eva,López Ferrer,20049413F,Espanya,Bilbao,24,12,1952,D,2.016 €,,True,Grup B
Clara,García Ferrer,47702024A,Espanya,Barcelona,10,10,1956,D,1.986 €,,True,Grup B
Joan,Martínez Ferrer,70201568H,Espanya,València,12,3,1964,H,2.905 €,,True,Grup D
Jordi,Sánchez,36305607S,Espanya,Barcelona,1,3,1976,H,1.761 €,,True,Grup C
Marta,Castells López,89826839F,Espanya,Bilbao,10,1,1964,D,1.166 €,True,,Grup A
Anna,Martínez,21546595T,Espanya,Sevilla,24,2,1973,D,1.155 €,,True,Grup A
Carla,Castells Castells,26880397A,Espanya,Barcelona,27,3,1977,D,1.429 €,,True,Grup A
Núria,López,47853239E,Espanya,Sevilla,14,4,1969,D,1.786 €,,True,Grup B
Eva,Romero,20752389X,Espanya,Sevilla,16,11,1964,NC,1.960 €,,True,Grup C
Toni,Romero Ferrer,78312427G,Espanya,Bilbao,13,12,1970,H,2.346 €,,True,Grup C
Jordi,Romero,62062006Z,Espanya,València,1,1,1973,H,2.306 €,,True,Grup C
Clara,Martínez Romero,73130661B,Espanya,València,1,10,1975,D,1.978 €,True,,Grup B
Eva,Martínez,70773495X,Espanya,València,4,12,1970,D,1.238 €,,True,Grup A
Camille,Moreau Moreau,93384627N,França,Lió,16,7,1993,D,1.962 €,,True,Grup B
William,Smith Smith,25490219L,Regne Unit,Londres,1,12,1952,H,1.643 €,True,,Grup B
Camille,Girard Lefevre,56029646T,França,Marsella,7,12,2003,D,2.447 €,True,,Grup C
Arnau,Romero,41625678H,Espanya,Bilbao,18,11,1967,H,1.696 €,,True,Grup B
Jordi,Martínez Ferrer,83262533Z,Espanya,València,17,6,1950,H,2.281 €,True,,Grup B
Marta,Romero,28370355T,Espanya,Barcelona,8,4,1957,D,690 €,,True,Grup A
Lucía,Fernández Álvarez,57516393C,Argentina,Còrdova,11,3,1973,D,684 €,True,,Grup A
Eva,García,79003381D,Espanya,Bilbao,17,3,1997,D,1.034 €,,True,Grup A
Carla,Sánchez,83094572C,Espanya,València,10,6,1981,D,719 €,True,,Grup A
Toni,Martínez Castells,64200072V,Espanya,Barcelona,23,10,1957,H,1.377 €,,True,Grup A
Jordi,Martínez Sánchez,90082879P,Espanya,Barcelona,12,12,1970,H,2.662 €,True,,Grup C
Arnau,Martínez López,59664001Z,Espanya,Barcelona,5,9,1979,H,2.294 €,,True,Grup C
Luisa,Ramírez,25380605S,Mèxic,Guadalajara,8,6,1984,D,1.860 €,,True,Grup C
Laia,Martínez,41326173T,Espanya,Madrid,9,9,1977,D,2.053 €,,True,Grup B
Oriol,Sánchez,81124534E,Espanya,Sevilla,1,4,1969,H,1.423 €,,True,Grup B
Laia,Sánchez Sánchez,22914113G,Espanya,València,25,9,1995,NC,1.356 €,,True,Grup B
Daniela,Castro,43658248F,Colòmbia,Bogotà,9,3,1980,D,1.670 €,True,,Grup B
Toni,Castells,15277702T,Espanya,Bilbao,25,7,1966,H,2.132 €,,True,Grup B
Matías,Fernández,31385792P,Argentina,Buenos Aires,28,4,1953,H,1.253 €,,True,Grup A
Joan,García,31281157W,Espanya,València,1,4,1977,H,1.591 €,True,,Grup A
Joan,López,23733093T,Espanya,Sevilla,12,8,1992,H,977 €,,True,Grup A
Rui,Oliveira Silva,96925654W,Portugal,Lisboa,25,8,1992,H,1.669 €,,True,Grup B
Amina,Zahraoui Zahraoui,18279367H,Marroc,Casablanca,20,4,1973,D,1.454 €,,True,Grup A
Marta,Romero Romero,65476112E,Espanya,Sevilla,24,9,1991,D,1.630 €,,True,Grup B
Anna,Ferrer,87991679M,Espanya,Barcelona,25,11,1967,D,1.408 €,,True,Grup B
Youssef,Fassi Zahraoui,13257049V,Marroc,Rabat,13,7,1974,A,1.109 €,True,,Grup A
Chloé,Moreau,67762046W,França,Lió,21,2,1989,D,1.441 €,,True,Grup B
Joan,Sánchez,90958057L,Espanya,Bilbao,13,12,1974,A,1.817 €,,True,Grup B
Michel,Lefevre,92984183N,França,Marsella,28,1,1988,H,1.120 €,,True,Grup A
Tomás,Fernández Fernández,25883422V,Argentina,Còrdova,13,6,1964,H,1.039 €,,True,Grup A
Carlos,Ramírez Cruz,92292409L,Mèxic,Ciutat de Mèxic,28,12,1971,H,1.529 €,True,,Grup A
Oriol,Castells,10736038P,Espanya,Sevilla,27,3,1998,H,1.564 €,True,,Grup A
Lukas,Müller Schmidt,95605596P,Alemanya,Munic,23,2,2005,H,1.573 €,,True,Grup A
Núria,García,23188733V,Espanya,València,11,4,1993,D,799 €,,True,Grup A
Daniela,Castro,43195593E,Colòmbia,Bogotà,5,2,1954,D,2.030 €,True,,Grup C
Arnau,Sánchez,59876171G,Espanya,Madrid,28,10,1973,H,976 €,True,,Grup A
Joan,Sánchez Sánchez,99565242W,Espanya,Madrid,28,7,2005,NC,1.432 €,,True,Grup B
Giovanni,Rossi Russo,28237150F,Itàlia,Torí,10,12,2000,H,2.864 €,True,,Grup D
Pau,García López,49176508C,Espanya,Sevilla,22,8,1996,H,1.348 €,True,,Grup B
Andrés,Gutiérrez Rojas,45323039E,Colòmbia,Bogotà,18,3,1986,H,2.685 €,,True,Grup C
Arnau,García Ferrer,20335877M,Espanya,València,20,1,1951,H,2.045 €,,True,Grup B
Oriol,Romero Romero,63445794B,Espanya,Sevilla,11,7,1964,A,1.950 €,,True,Grup C
Fatima,Zahraoui Zahraoui,26977768S,Marroc,Casablanca,6,2,1993,D,1.216 €,,True,Grup A
Eva,García,11305351X,Espanya,València,22,6,1993,D,1.444 €,,True,Grup A
Pau,Romero,19888245C,Espanya,Madrid,20,2,1953,H,1.345 €,,True,Grup A
Marta,López,83539759S,Espanya,Barcelona,4,6,2002,D,1.170 €,True,,Grup B
Anna,López Sánchez,95031765F,Espanya,Barcelona,19,9,1963,D,1.444 €,True,,Grup B
Marc,Romero,87757452L,Espanya,Barcelona,16,8,1986,H,1.663 €,,True,Grup B
Marta,Sánchez,61051397G,Espanya,Sevilla,17,3,1999,D,1.389 €,,True,Grup A
Oriol,Martínez,63040392X,Espanya,Sevilla,22,7,1977,H,1.348 €,True,,Grup A
Pau,Ferrer Ferrer,44065719N,Espanya,València,9,11,1991,H,1.396 €,True,,Grup B
Alessia,Russo Russo,50496524Y,Itàlia,Roma,14,2,1983,D,1.358 €,,True,Grup B
Camila,Hernández,92210964M,Mèxic,Guadalajara,26,9,1978,D,2.295 €,True,,Grup C
Oriol,Sánchez García,99383081M,Espanya,València,21,5,1993,H,895 €,,True,Grup A
Carla,Castells Ferrer,76741258Y,Espanya,Bilbao,20,7,1952,D,1.331 €,,True,Grup A
Carla,Martínez Castells,38241293F,Espanya,Barcelona,21,10,1980,D,755 €,,True,Grup A
Núria,Sánchez García,40194783Y,Espanya,Madrid,14,1,1966,D,1.959 €,True,,Grup B
Michel,Moreau,28196940Z,França,Lió,12,12,1992,H,2.002 €,True,,Grup B
Jordi,García,98801519G,Espanya,Bilbao,11,1,1970,H,1.698 €,True,,Grup B
Isla,Jones Brown,28367234K,Regne Unit,Manchester,28,3,1999,D,1.197 €,,True,Grup A
Joan,López Castells,92775120P,Espanya,Barcelona,1,4,1984,NC,1.555 €,True,,Grup B
